REPORTER_DEA_NO	REPORTER_BUS_ACT	REPORTER_NAME	REPORTER_ADDL_CO_INFO	REPORTER_ADDRESS1	REPORTER_ADDRESS2	REPORTER_CITY	REPORTER_STATE	REPORTER_ZIP	REPORTER_COUNTY	BUYER_DEA_NO	BUYER_BUS_ACT	BUYER_NAME	BUYER_ADDL_CO_INFO	BUYER_ADDRESS1	BUYER_ADDRESS2	BUYER_CITY	BUYER_STATE	BUYER_ZIP	BUYER_COUNTY	TRANSACTION_CODE	DRUG_CODE	NDC_NO	DRUG_NAME	QUANTITY	UNIT	ACTION_INDICATOR	ORDER_FORM_NO	CORRECTION_NO	STRENGTH	TRANSACTION_DATE	CALC_BASE_WT_IN_GM	DOSAGE_UNIT	TRANSACTION_ID	Product_Name	Ingredient_Name	Measure	MME_Conversion_Factor	Combined_Labeler_Name	Revised_Company_Name	Reporter_family	dos_str
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4668503	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 01927	137 ROUTE 22 EAST	null	GREENBROOK	NJ	8812	MIDDLESEX	S	9143	00591093201	OXYCODONE	3.0	null	null	080995980	null	0000	06112008	2.6895	300.0	806037495	OXYCODONE.HCL/APAP 10MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4668503	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 01927	137 ROUTE 22 EAST	null	GREENBROOK	NJ	8812	MIDDLESEX	S	9143	59011010010	OXYCODONE	2.0	null	null	080544079	null	0000	10132008	1.7930000000000001	200.0	810043074	OXYCONTIN - 10MG OXYCODONE.HCL CONTR	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4668503	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 01927	137 ROUTE 22 EAST	null	GREENBROOK	NJ	8812	MIDDLESEX	S	9143	63481062870	OXYCODONE	1.0	null	null	080544081	null	0000	10232008	0.672375	100.0	810083328	PERCOCET TABLETS OXYCODONE HCL 7.5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	7.5
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4700781	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02017	1252 BOUND BROOK RD	CVS PLAZA	MIDDLESEX	NJ	8846	MIDDLESEX	S	9143	00093003301	OXYCODONE	1.0	null	null	075595422	null	0000	02132008	7.172000000000001	100.0	802039444	OXYCODONE HYDROCHLORIDE - ER - 80MG/	OXYCODONE HYDROCHLORIDE	TAB	1.5	Teva Pharmaceuticals USA, Inc.	Teva	Cardinal Health	80.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4700781	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02017	1252 BOUND BROOK RD	CVS PLAZA	MIDDLESEX	NJ	8846	MIDDLESEX	S	9143	58177044604	OXYCODONE	2.0	null	null	075595424	null	0000	02252008	5.379	200.0	802075641	OXYCODONE HCL 30MG IR TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Ethex Corporation	AMAG Pharmaceuticals, Inc.	Cardinal Health	30.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4700781	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02017	1252 BOUND BROOK RD	CVS PLAZA	MIDDLESEX	NJ	8846	MIDDLESEX	S	9143	60951071270	OXYCODONE	2.0	null	null	075595424	null	0000	02252008	1.7930000000000001	200.0	802075642	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4700781	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02017	1252 BOUND BROOK RD	CVS PLAZA	MIDDLESEX	NJ	8846	MIDDLESEX	S	9143	58177044504	OXYCODONE	2.0	null	null	075595425	null	0000	02272008	2.6895	200.0	802084900	OXYCODONE HCL 15MG IR TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Ethex Corporation	AMAG Pharmaceuticals, Inc.	Cardinal Health	15.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4700781	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02017	1252 BOUND BROOK RD	CVS PLAZA	MIDDLESEX	NJ	8846	MIDDLESEX	S	9143	59011010710	OXYCODONE	2.0	null	null	081150291	null	0000	04212008	14.344000000000001	200.0	804066425	OXYCONTIN - 80MG OXYCODONE.HCL CONTR	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Cardinal Health	80.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4700781	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02017	1252 BOUND BROOK RD	CVS PLAZA	MIDDLESEX	NJ	8846	MIDDLESEX	S	9143	00406851501	OXYCODONE	4.0	null	null	081150316	null	0000	09152008	5.379	400.0	809047990	OXYCODONE HYDROCHLORIDE 15MG TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	15.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4731988	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02031	14 HIGHWAY #36	null	WEST KEANSBURG	NJ	7734	MONMOUTH	S	9143	00591082501	OXYCODONE	2.0	null	null	074451402	null	0000	12202007	1.7930000000000001	200.0	712042799	OXYCODONE.HCL 10MG / APAP 650MG TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4731988	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02031	14 HIGHWAY #36	null	WEST KEANSBURG	NJ	7734	MONMOUTH	S	9143	63481062970	OXYCODONE	2.0	null	null	074451404	null	0000	12212007	1.7930000000000001	200.0	712047795	PERCOCET TABLETS 10MG OXYCODONE HCL/	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4731988	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02031	14 HIGHWAY #36	null	WEST KEANSBURG	NJ	7734	MONMOUTH	S	9143	63481062370	OXYCODONE	2.0	null	null	074451422	null	0000	01222008	0.8965	200.0	801071086	PERCOCET (OXYCODONE HCL/ACETA) 5MG/3	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	5.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4731988	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02031	14 HIGHWAY #36	null	WEST KEANSBURG	NJ	7734	MONMOUTH	S	9193	63481069870	HYDROCODONE	2.0	null	null	null	null	0000	02012008	1.2108	200.0	802003126	ZYDONE TABS;10MG HYDROCOD.BIT.& 400M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4731988	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02031	14 HIGHWAY #36	null	WEST KEANSBURG	NJ	7734	MONMOUTH	S	9143	00591093301	OXYCODONE	2.0	null	null	080465186	null	0000	06042008	1.34475	200.0	806013221	OXYCODONE.HCL/APAP 7.5MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	7.5
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4731988	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02031	14 HIGHWAY #36	null	WEST KEANSBURG	NJ	7734	MONMOUTH	S	9143	00406853001	OXYCODONE	2.0	null	null	080465192	null	0000	07032008	5.379	200.0	807014016	OXYCODONE HYDROCHLORIDE 30MG TABLET	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	30.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4731988	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02031	14 HIGHWAY #36	null	WEST KEANSBURG	NJ	7734	MONMOUTH	S	9143	63481062970	OXYCODONE	1.0	null	null	082749361	null	0000	08132008	0.8965	100.0	808040263	PERCOCET TABLETS 10MG OXYCODONE HCL/	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4731988	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02031	14 HIGHWAY #36	null	WEST KEANSBURG	NJ	7734	MONMOUTH	S	9143	00591093201	OXYCODONE	8.0	null	null	082749345	null	0000	09032008	7.172000000000001	800.0	809008147	OXYCODONE.HCL/APAP 10MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4731988	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02031	14 HIGHWAY #36	null	WEST KEANSBURG	NJ	7734	MONMOUTH	S	9143	59011010710	OXYCODONE	1.0	null	null	082749347	null	0000	09102008	7.172000000000001	100.0	809034245	OXYCONTIN - 80MG OXYCODONE.HCL CONTR	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Cardinal Health	80.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4731988	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02031	14 HIGHWAY #36	null	WEST KEANSBURG	NJ	7734	MONMOUTH	S	9143	63481062970	OXYCODONE	2.0	null	null	082749353	null	0000	10072008	1.7930000000000001	200.0	810022592	PERCOCET TABLETS 10MG OXYCODONE HCL/	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4731988	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02031	14 HIGHWAY #36	null	WEST KEANSBURG	NJ	7734	MONMOUTH	S	9143	00591082501	OXYCODONE	2.0	null	null	082749373	null	0000	10242008	1.7930000000000001	200.0	810087233	OXYCODONE.HCL 10MG / APAP 650MG TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4731988	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02031	14 HIGHWAY #36	null	WEST KEANSBURG	NJ	7734	MONMOUTH	S	9143	59011010310	OXYCODONE	3.0	null	null	082749366	null	0000	11132008	5.379	300.0	811043461	OXYCONTIN (OXYCODONE.HCL) CONTROLLED	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Cardinal Health	20.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4781983	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 01061	603 WHITE HORSE PIKE	null	ABSECON	NJ	8201	ATLANTIC	S	9143	63481062370	OXYCODONE	2.0	null	null	074569975	null	0000	02122008	0.8965	200.0	802034442	PERCOCET (OXYCODONE HCL/ACETA) 5MG/3	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	5.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4781983	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 01061	603 WHITE HORSE PIKE	null	ABSECON	NJ	8201	ATLANTIC	S	9143	00591093201	OXYCODONE	4.0	null	null	074569971	null	0000	04082008	3.5860000000000003	400.0	804026267	OXYCODONE.HCL/APAP 10MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4781983	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 01061	603 WHITE HORSE PIKE	null	ABSECON	NJ	8201	ATLANTIC	S	9143	00591093201	OXYCODONE	6.0	null	null	081951003	null	0000	08062008	5.379	600.0	808017301	OXYCODONE.HCL/APAP 10MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4781983	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 01061	603 WHITE HORSE PIKE	null	ABSECON	NJ	8201	ATLANTIC	S	9143	00591093201	OXYCODONE	12.0	null	null	081951031	null	0000	09302008	10.758	1200.0	809100123	OXYCODONE.HCL/APAP 10MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4883410	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 01929	90 LAKEVIEW AVE	LAKEVIEW PLAZA	CLIFTON	NJ	7011	PASSAIC	S	9143	00406051201	OXYCODONE	2.0	null	null	080131286	null	0000	03072008	0.8965	200.0	803024211	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	5.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4896936	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02092	255 ROUTE 46	null	BUDD LAKE	NJ	7828	MORRIS	S	9143	00093003301	OXYCODONE	8.0	null	null	076893605	null	0000	01182008	57.376000000000005	800.0	801062286	OXYCODONE HYDROCHLORIDE - ER - 80MG/	OXYCODONE HYDROCHLORIDE	TAB	1.5	Teva Pharmaceuticals USA, Inc.	Teva	Cardinal Health	80.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4896936	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02092	255 ROUTE 46	null	BUDD LAKE	NJ	7828	MORRIS	S	9143	00591350301	OXYCODONE	5.0	null	null	076893585	null	0000	02292008	17.93	500.0	802094441	OXYCODONE HCL 40MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	40.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4896936	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02092	255 ROUTE 46	null	BUDD LAKE	NJ	7828	MORRIS	S	9143	63481062970	OXYCODONE	3.0	null	null	076893586	null	0000	03112008	2.6895	300.0	803032252	PERCOCET TABLETS 10MG OXYCODONE HCL/	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4896936	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02092	255 ROUTE 46	null	BUDD LAKE	NJ	7828	MORRIS	S	9143	63481062970	OXYCODONE	3.0	null	null	076893592	null	0000	03272008	2.6895	300.0	803088246	PERCOCET TABLETS 10MG OXYCODONE HCL/	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4896936	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02092	255 ROUTE 46	null	BUDD LAKE	NJ	7828	MORRIS	S	9143	63481062370	OXYCODONE	5.0	null	null	073994333	null	0000	08042008	2.24125	500.0	808007267	PERCOCET (OXYCODONE HCL/ACETA) 5MG/3	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	5.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4952417	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02093	18-35 RIVER ROAD	null	FAIR LAWN	NJ	7410	BERGEN	S	9193	00074197314	HYDROCODONE	1.0	null	null	null	null	0000	05022008	0.45405	100.0	805008139	VICODIN ES TABLETS 7.5MG HYDROCODONE	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	AbbVie Inc.	AbbVie Inc.	Cardinal Health	7.5
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4952417	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02093	18-35 RIVER ROAD	null	FAIR LAWN	NJ	7410	BERGEN	S	9143	00591093301	OXYCODONE	4.0	null	null	080320854	null	0000	07302008	2.6895	400.0	807098824	OXYCODONE.HCL/APAP 7.5MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	7.5
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4952568	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02026	1178 MORRIS AVENUE	null	UNION	NJ	7083	UNION	S	9143	00406051201	OXYCODONE	6.0	null	null	072208147	null	0000	02132008	2.6895	600.0	802039497	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	5.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4952568	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02026	1178 MORRIS AVENUE	null	UNION	NJ	7083	UNION	S	9143	00591093201	OXYCODONE	4.0	null	null	072208162	null	0000	04222008	3.5860000000000003	400.0	804070720	OXYCODONE.HCL/APAP 10MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4952568	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02026	1178 MORRIS AVENUE	null	UNION	NJ	7083	UNION	S	9143	59011010310	OXYCODONE	1.0	null	null	072208155	null	0000	07072008	1.7930000000000001	100.0	807018898	OXYCONTIN (OXYCODONE.HCL) CONTROLLED	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Cardinal Health	20.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC4952568	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02026	1178 MORRIS AVENUE	null	UNION	NJ	7083	UNION	S	9193	50474090701	HYDROCODONE	1.0	null	null	null	null	0000	08282008	0.45405	100.0	808090720	LORTAB 7.5MG HYDROCODONE.BIT / 500MG	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	UCB, Inc.	UCB, Inc.	Cardinal Health	7.5
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC5044716	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02064	107 EAST FIRST AVENUE	null	ROSELLE	NJ	7203	UNION	S	9143	00406052201	OXYCODONE	3.0	null	null	075091616	null	0000	02272008	2.017125	300.0	802084902	OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	7.5
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC5044716	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02064	107 EAST FIRST AVENUE	null	ROSELLE	NJ	7203	UNION	S	9193	00785635063	HYDROCODONE	1.0	null	null	null	null	0000	03032008	0.6054	100.0	803003325	LORCET HYD.BIT10MG/ACET650MG TAB (4	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Forest Laboratories, Inc.	Forest Laboratories, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC5044716	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02064	107 EAST FIRST AVENUE	null	ROSELLE	NJ	7203	UNION	S	9143	00406051201	OXYCODONE	12.0	null	null	075091600	null	0000	05072008	5.379	1200.0	805021867	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	5.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BC5044716	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 02064	107 EAST FIRST AVENUE	null	ROSELLE	NJ	7203	UNION	S	9143	00591093301	OXYCODONE	3.0	null	null	080778276	null	0000	06252008	2.017125	300.0	806082439	OXYCODONE.HCL/APAP 7.5MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	7.5
